id_utilisateur,id_utilisateur,id_utilisateur,question,reponse,image,interval,ease,next_review
367,9,1,Caractérisation de l'injection et de la surjection,"Une application f : E −→ F est :
— une injection si, et seulement si : ∀(x, x′) ∈ E2, f (x) = f (x′) ⇒ x = x′.
— une surjection si, et seulement si : ∀y ∈ F, ∃x ∈ E, y = f (x).",,0,2.5,0
998,49,1,Caractérisation de l'injection et de la surjection,"Une application f : E −→ F est :
— une injection si, et seulement si : ∀(x, x′) ∈ E2, f (x) = f (x′) ⇒ x = x′.
— une surjection si, et seulement si : ∀y ∈ F, ∃x ∈ E, y = f (x).",,0,2.5,0
511,21,1,"Caractérisation de l'injectivité, la surjectivité ou la bijectivité",,Maths/Applications_linéaires/1785853559.png,0,2.5,0
1142,61,1,"Caractérisation de l'injectivité, la surjectivité ou la bijectivité",,Maths/Applications_linéaires/1785853559.png,0,2.5,0
371,9,1,Caractérisation de la bijection,"Une application f : E −→ F est une bijection si, et seulement si, f est une injection et une surjection.",,0,2.5,0
1002,49,1,Caractérisation de la bijection,"Une application f : E −→ F est une bijection si, et seulement si, f est une injection et une surjection.",,0,2.5,0
490,16,1,Caractérisation de la congruence,"x ≡ y [n] si, et seulement si, les restes des divisions euclidiennes de x et y par n sont égaux.",,0,2.5,0
1121,56,1,Caractérisation de la congruence,"x ≡ y [n] si, et seulement si, les restes des divisions euclidiennes de x et y par n sont égaux.",,0,2.5,0
129,20,1,Caractérisation de la continuité et de la dérivabilité d'un DL,,Maths/Analyse asymptotique/continuite_derivabilite.png,0,2.5,0
760,60,1,Caractérisation de la continuité et de la dérivabilité d'un DL,,Maths/Analyse asymptotique/continuite_derivabilite.png,0,2.5,0
610,31,1,Caractérisation de la convexité,,Maths/Fonctions_convexes/1785940882.png,0,2.5,0
1241,71,1,Caractérisation de la convexité,,Maths/Fonctions_convexes/1785940882.png,0,2.5,0
194,17,1,Caractérisation de la divisibilité,"α est une racine de P dans K si, et seulement si, le polynôme X−α divise P",,0,2.5,0
466,16,1,Caractérisation de la divisibilité,"Soit (a, b) ∈ Z × N∗.
b divise a si, et seulement si, le reste de la division euclidienne de a par b est nul.",,0,2.5,0
825,57,1,Caractérisation de la divisibilité,"α est une racine de P dans K si, et seulement si, le polynôme X−α divise P",,0,2.5,0
1097,56,1,Caractérisation de la divisibilité,"Soit (a, b) ∈ Z × N∗.
b divise a si, et seulement si, le reste de la division euclidienne de a par b est nul.",,0,2.5,0
487,16,1,Caractérisation de la divisibilité avec la valuation p-adique,,Maths/Arithmétique_sur_Z/1785769656.png,0,2.5,0
1118,56,1,Caractérisation de la divisibilité avec la valuation p-adique,,Maths/Arithmétique_sur_Z/1785769656.png,0,2.5,0
548,22,1,Caractérisation de la divisibilité dans C[X],,Maths/Arithmétique_des_polynômes/1785855942.png,0,2.5,0
1179,62,1,Caractérisation de la divisibilité dans C[X],,Maths/Arithmétique_des_polynômes/1785855942.png,0,2.5,0
267,2,1,Caractérisation de la fonction constante,"Soit f une fonction définie sur I, dérivable sur I et à valeurs réelles.
f est constante si, et seulement si, pour tout x de I, f ′(x) = 0",,0,2.5,0
898,42,1,Caractérisation de la fonction constante,"Soit f une fonction définie sur I, dérivable sur I et à valeurs réelles.
f est constante si, et seulement si, pour tout x de I, f ′(x) = 0",,0,2.5,0
405,10,1,Caractérisation de la limite d'une suite complexe,,Maths/Suites_numériques/1785600654.png,0,2.5,0
1036,50,1,Caractérisation de la limite d'une suite complexe,,Maths/Suites_numériques/1785600654.png,0,2.5,0
198,17,1,Caractérisation de la multiplicité d’une racine par les polynômes dérivés successifs,"α est racine de multiplicité m dans P ssi : ∀k ∈ [0,m−1] dérivée k-ième en α = 0 et dérivée m-ième ≠ 0",,0,2.5,0
829,57,1,Caractérisation de la multiplicité d’une racine par les polynômes dérivés successifs,"α est racine de multiplicité m dans P ssi : ∀k ∈ [0,m−1] dérivée k-ième en α = 0 et dérivée m-ième ≠ 0",,0,2.5,0
28,30,1,Caractérisation de n-uplets de variables aléatoires,,Maths/carac_indes.png,0,2.5,0
659,70,1,Caractérisation de n-uplets de variables aléatoires,,Maths/carac_indes.png,0,2.5,0
535,22,1,Caractérisation des PGCD,,Maths/Arithmétique_des_polynômes/1785855273.png,0,2.5,0
1166,62,1,Caractérisation des PGCD,,Maths/Arithmétique_des_polynômes/1785855273.png,0,2.5,0
500,21,1,Caractérisation des applications linéaires injectives/surjectives,"1. Une application linéaire u de E dans F est injective si, et seulement si, Ker u = {0E }.
2. Une application (linéaire) u de E dans F est surjective si, et seulement si, Im u = F .",,0,2.5,0
1131,61,1,Caractérisation des applications linéaires injectives/surjectives,"1. Une application linéaire u de E dans F est injective si, et seulement si, Ker u = {0E }.
2. Une application (linéaire) u de E dans F est surjective si, et seulement si, Im u = F .",,0,2.5,0
513,21,1,Caractérisation des automorphismes,"Si u est un endomorphisme de E avec E de dimension finie alors les trois propositions suivantes
sont deux à deux équivalentes.
1. u est bijective.
2. u est inversible à droite (c’est-à-dire qu’il existe v ∈ L(E) tel que u ◦ v = Id).
3. u est inversible à gauche (c’est-à-dire qu’il existe w ∈ L(E) tel que w ◦ u = Id).",,0,2.5,0
1144,61,1,Caractérisation des automorphismes,"Si u est un endomorphisme de E avec E de dimension finie alors les trois propositions suivantes
sont deux à deux équivalentes.
1. u est bijective.
2. u est inversible à droite (c’est-à-dire qu’il existe v ∈ L(E) tel que u ◦ v = Id).
3. u est inversible à gauche (c’est-à-dire qu’il existe w ∈ L(E) tel que w ◦ u = Id).",,0,2.5,0
104,27,1,Caractérisation des automorphismes avec le déterminant,,Maths/Déterminants/carac_auto.png,0,2.5,0
735,67,1,Caractérisation des automorphismes avec le déterminant,,Maths/Déterminants/carac_auto.png,0,2.5,0
103,27,1,Caractérisation des bases par le déterminant,,Maths/Déterminants/carac_det.png,0,2.5,0
734,67,1,Caractérisation des bases par le déterminant,,Maths/Déterminants/carac_det.png,0,2.5,0
232,28,1,Caractérisation des bijections entre ensembles finis,"Une application entre deux ensembles finis de même cardinal est bijective si, et seulement si, elle est injective, si, et seulement si, elle est surjective.",,0,2.5,0
863,68,1,Caractérisation des bijections entre ensembles finis,"Une application entre deux ensembles finis de même cardinal est bijective si, et seulement si, elle est injective, si, et seulement si, elle est surjective.",,0,2.5,0
463,16,1,Caractérisation des couples d'entiers associés,"Si l’une des propositions équivalentes suivantes est vérifiée, on dit que les entiers a et b sont associés.
1. a | b et b | a.
2. |a| = |b| .
3. a = b ou a = −b.",,0,2.5,0
1094,56,1,Caractérisation des couples d'entiers associés,"Si l’une des propositions équivalentes suivantes est vérifiée, on dit que les entiers a et b sont associés.
1. a | b et b | a.
2. |a| = |b| .
3. a = b ou a = −b.",,0,2.5,0
614,31,1,Caractérisation des fonctions convexes deux fois dérivables,"Soit f : I → R une fonction deux fois dérivable sur I.
Alors : f est convexe sur I si, et seulement si, f ′′ est positive sur I.",,0,2.5,0
1245,71,1,Caractérisation des fonctions convexes deux fois dérivables,"Soit f : I → R une fonction deux fois dérivable sur I.
Alors : f est convexe sur I si, et seulement si, f ′′ est positive sur I.",,0,2.5,0
613,31,1,Caractérisation des fonctions convexes dérivables,"Soit f : I → R une fonction dérivable sur I.
Alors : f est convexe sur I si, et seulement si, f ′ est croissante sur I.",,0,2.5,0
1244,71,1,Caractérisation des fonctions convexes dérivables,"Soit f : I → R une fonction dérivable sur I.
Alors : f est convexe sur I si, et seulement si, f ′ est croissante sur I.",,0,2.5,0
356,8,1,Caractérisation des intervalles de R,"Une partie X de R est un intervalle de R si, et seulement si, pour tous réels a et b dans X tels que a ≤ b,
le segment [a, b] est inclus dans X.",,0,2.5,0
987,48,1,Caractérisation des intervalles de R,"Une partie X de R est un intervalle de R si, et seulement si, pour tous réels a et b dans X tels que a ≤ b,
le segment [a, b] est inclus dans X.",,0,2.5,0
512,21,1,Caractérisation des isomorphismes,"Si u est une application linéaire entre deux K espaces vectoriels de même dimension finie alors les
trois propositions suivantes sont deux à deux équivalentes.
1. u est injective
2. u est surjective
3. u est bijective.",,0,2.5,0
1143,61,1,Caractérisation des isomorphismes,"Si u est une application linéaire entre deux K espaces vectoriels de même dimension finie alors les
trois propositions suivantes sont deux à deux équivalentes.
1. u est injective
2. u est surjective
3. u est bijective.",,0,2.5,0
102,27,1,Caractérisation des matrices inversibles avec le déterminant,,Maths/Déterminants/carac_inverse.png,0,2.5,0
733,67,1,Caractérisation des matrices inversibles avec le déterminant,,Maths/Déterminants/carac_inverse.png,0,2.5,0
29,30,1,Caractérisation des variables aléatoires indépendantes,,Maths/cara_va_inde.png,0,2.5,0
660,70,1,Caractérisation des variables aléatoires indépendantes,,Maths/cara_va_inde.png,0,2.5,0
470,16,1,Caractérisation du PGCD,,Maths/Arithmétique_sur_Z/1785768723.png,0,2.5,0
1101,56,1,Caractérisation du PGCD,,Maths/Arithmétique_sur_Z/1785768723.png,0,2.5,0
375,10,1,Caractérisation du caractère borné ,"Une suite réelle (Un) est bornée si, et seulement si, la suite (|Un|) est majorée par un réel strictement positif.",,0,2.5,0
1006,50,1,Caractérisation du caractère borné ,"Une suite réelle (Un) est bornée si, et seulement si, la suite (|Un|) est majorée par un réel strictement positif.",,0,2.5,0
88,29,1,Caractérisation du projeté orthogonal d'un vecteur,,Maths/Espaces préhilbertiens réels/cara_proj.png,0,2.5,0
719,69,1,Caractérisation du projeté orthogonal d'un vecteur,,Maths/Espaces préhilbertiens réels/cara_proj.png,0,2.5,0
424,13,1,Caractérisation séquentielle de la continuité en un point,"f est continue en a si, et seulement si, pour toute suite (xn) d’éléments de I qui admet pour limite a, la suite réelle (f (xn)) admet pour limite f (a).",,0,2.5,0
1055,53,1,Caractérisation séquentielle de la continuité en un point,"f est continue en a si, et seulement si, pour toute suite (xn) d’éléments de I qui admet pour limite a, la suite réelle (f (xn)) admet pour limite f (a).",,0,2.5,0
413,13,1,Caractérisation séquentielle de la limite,,Maths/Limite_et_continuité_des_fonctions_numériques/1785601996.png,0,2.5,0
1044,53,1,Caractérisation séquentielle de la limite,,Maths/Limite_et_continuité_des_fonctions_numériques/1785601996.png,0,2.5,0
347,8,1,Caractérisation séquentielle des parties denses dans R,"Une partie X de R est dense dans R si, et seulement si, tout réel est limite d’une suite d’éléments de X.",,0,2.5,0
978,48,1,Caractérisation séquentielle des parties denses dans R,"Une partie X de R est dense dans R si, et seulement si, tout réel est limite d’une suite d’éléments de X.",,0,2.5,0
65,18,1,Caractérisations d'une base,,Maths/Espaces vectoriels/cara_base.png,0,2.5,0
696,58,1,Caractérisations d'une base,,Maths/Espaces vectoriels/cara_base.png,0,2.5,0
439,13,1,Caractérisations d'une limite d'une fonction à valeurs complexes,"— f admet pour limite ℓ en a (point de I ou extrémité de I) si, et seulement si, Re (f ) et Im (f )
admettent respectivement pour limite Re(ℓ) et Im(ℓ) en a.
— f est continue en a (point de I) si, et seulement si, Re(f ) et Im(f ) le sont.
— f est continue sur I si, et seulement si, Re(f ) et Im(f ) le sont.",,0,2.5,0
1070,53,1,Caractérisations d'une limite d'une fonction à valeurs complexes,"— f admet pour limite ℓ en a (point de I ou extrémité de I) si, et seulement si, Re (f ) et Im (f )
admettent respectivement pour limite Re(ℓ) et Im(ℓ) en a.
— f est continue en a (point de I) si, et seulement si, Re(f ) et Im(f ) le sont.
— f est continue sur I si, et seulement si, Re(f ) et Im(f ) le sont.",,0,2.5,0
545,22,1,Caractérisations des polynômes irréductibles,"— Les polynômes irréductibles de C [X] sont les polynômes de degré 1.
— Les polynômes irréductibles de R [X] sont les polynômes de degré 1 et les polynômes de degré 2
qui n’ont pas de racine réelle.",,0,2.5,0
1177,62,1,Caractérisations des polynômes irréductibles,"— Les polynômes irréductibles de C [X] sont les polynômes de degré 1.
— Les polynômes irréductibles de R [X] sont les polynômes de degré 1 et les polynômes de degré 2
qui n’ont pas de racine réelle.",,0,2.5,0
130,20,1,Caractérisations des relations de comparaison,,Maths/Analyse asymptotique/cara.png,0,2.5,0
761,60,1,Caractérisations des relations de comparaison,,Maths/Analyse asymptotique/cara.png,0,2.5,0
118,28,1,Cardinal de l'ensemble des parties d'un ensemble fini,,Maths/Dénombrement et probabilités finies/card_fini.png,0,2.5,0
749,68,1,Cardinal de l'ensemble des parties d'un ensemble fini,,Maths/Dénombrement et probabilités finies/card_fini.png,0,2.5,0
119,28,1,Cardinal de l’ensemble des applications entre deux ensembles finis,,Maths/Dénombrement et probabilités finies/card_appli.png,0,2.5,0
750,68,1,Cardinal de l’ensemble des applications entre deux ensembles finis,,Maths/Dénombrement et probabilités finies/card_appli.png,0,2.5,0
49,18,1,Cas d'une intersection de sous-espace vectoriel,,Maths/Espaces vectoriels/inter.png,0,2.5,0
680,58,1,Cas d'une intersection de sous-espace vectoriel,,Maths/Espaces vectoriels/inter.png,0,2.5,0
568,24,1,Cas des séries à termes complexes,,Maths/Séries_numériques/1785857047.png,0,2.5,0
1199,64,1,Cas des séries à termes complexes,,Maths/Séries_numériques/1785857047.png,0,2.5,0
630,33,1,Cas particilulier du théorème de Fubini,,Maths/Familles_numériques_sommables/1785942081.png,0,2.5,0
1261,73,1,Cas particilulier du théorème de Fubini,,Maths/Familles_numériques_sommables/1785942081.png,0,2.5,0
460,14,1,Cas particulier des matrices diagonales et triangulaires pour les inverses,"1. Une matrice diagonale est inversible si, et seulement si, ses coefficients diagonaux sont tous non nuls.
Dans ce cas, sa matrice inverse est diagonale.
2. Une matrice triangulaire est inversible si, et seulement si, ses coefficients diagonaux sont tous non nuls.
Dans ce cas, sa matrice inverse est triangulaire.",,0,2.5,0
1091,54,1,Cas particulier des matrices diagonales et triangulaires pour les inverses,"1. Une matrice diagonale est inversible si, et seulement si, ses coefficients diagonaux sont tous non nuls.
Dans ce cas, sa matrice inverse est diagonale.
2. Une matrice triangulaire est inversible si, et seulement si, ses coefficients diagonaux sont tous non nuls.
Dans ce cas, sa matrice inverse est triangulaire.",,0,2.5,0
437,13,1,Ce qui NE s'étend PAS aux fonctions complexes,"— Notion de limite infinie.
— Résultats utilisant la relation d’ordre dont les théorèmes d’existence de limite.",,0,2.5,0
1068,53,1,Ce qui NE s'étend PAS aux fonctions complexes,"— Notion de limite infinie.
— Résultats utilisant la relation d’ordre dont les théorèmes d’existence de limite.",,0,2.5,0
402,10,1,Ce qui NE s'étend PAS aux suites complexes,"— Suite majorée, suite minorée
— Monotonie d’une suite
— Notion de limite infinie
— Résultats utilisant la relation d’ordre dont les théorèmes d’existence de limite",,0,2.5,0
1033,50,1,Ce qui NE s'étend PAS aux suites complexes,"— Suite majorée, suite minorée
— Monotonie d’une suite
— Notion de limite infinie
— Résultats utilisant la relation d’ordre dont les théorèmes d’existence de limite",,0,2.5,0
436,13,1,Ce qui s'étend aux fonctions complexes,"— Limite finie :
— définition et caractérisations (cf infra) ;
— unicité ;
— opérations sur les limites finies ;
— lien entre existence d’une limite finie en un point et caractère borné au voisinage de ce point.
— Continuité en un point et sur un intervalle.",,0,2.5,0
1067,53,1,Ce qui s'étend aux fonctions complexes,"— Limite finie :
— définition et caractérisations (cf infra) ;
— unicité ;
— opérations sur les limites finies ;
— lien entre existence d’une limite finie en un point et caractère borné au voisinage de ce point.
— Continuité en un point et sur un intervalle.",,0,2.5,0
401,10,1,Ce qui s'étend aux suites complexes,"— Notation séquentielle, modes de définition d’une suite, suite stationnaire
— Limite finie : définition et caractérisation (cf infra), unicité, opérations sur les limites finies
— Convergence et divergence
— Suite bornée : définition (cf infra), lien avec la convergence
— Suites extraites : définitions, propriétés, théorème de Bolzano-Weierstrass",,0,2.5,0
1032,50,1,Ce qui s'étend aux suites complexes,"— Notation séquentielle, modes de définition d’une suite, suite stationnaire
— Limite finie : définition et caractérisation (cf infra), unicité, opérations sur les limites finies
— Convergence et divergence
— Suite bornée : définition (cf infra), lien avec la convergence
— Suites extraites : définitions, propriétés, théorème de Bolzano-Weierstrass",,0,2.5,0
597,32,1,Classe C(1) et continuité,"Soit f : O → R une fonction définie sur un ouvert O de R2.
Si f est de classe C1 sur O alors f est continue sur O.",,0,2.5,0
1228,72,1,Classe C(1) et continuité,"Soit f : O → R une fonction définie sur un ouvert O de R2.
Si f est de classe C1 sur O alors f est continue sur O.",,0,2.5,0
559,23,1,Coefficients des éléments simples associés aux pôles simples,,Maths/Fractions_rationnelles/1785856633.png,0,2.5,0
1190,63,1,Coefficients des éléments simples associés aux pôles simples,,Maths/Fractions_rationnelles/1785856633.png,0,2.5,0
263,2,1,Combinaison linéaire de fonctions dérivables,"Soit f et g deux fonctions définies sur I et à valeurs réelles et (α, β) un couple de réels.
Si f et g sont dérivables sur I alors αf + βg est dérivable sur I et sa dérivée vérifie :
(αf + βg)′ = αf ′ + βg′.",,0,2.5,0
894,42,1,Combinaison linéaire de fonctions dérivables,"Soit f et g deux fonctions définies sur I et à valeurs réelles et (α, β) un couple de réels.
Si f et g sont dérivables sur I alors αf + βg est dérivable sur I et sa dérivée vérifie :
(αf + βg)′ = αf ′ + βg′.",,0,2.5,0
68,18,1,Combinaison linéaire d’une famille de vecteurs,,Maths/Espaces vectoriels/CL.png,0,2.5,0
699,58,1,Combinaison linéaire d’une famille de vecteurs,,Maths/Espaces vectoriels/CL.png,0,2.5,0
527,21,1,Comparaison des équations d’un hyperplan en dimension finie,Deux formes linéaires non nulles sur E de même noyau sont proportionnelles.,,0,2.5,0
1158,61,1,Comparaison des équations d’un hyperplan en dimension finie,Deux formes linéaires non nulles sur E de même noyau sont proportionnelles.,,0,2.5,0
372,9,1,Composition de deux bijections,"Une application f : E −→ F est une bijection si, et seulement si, f est une injection et une surjection.","Maths/Ensembles,_applications_et_relations_binaires/1785425135.png",0,2.5,0
373,9,1,Composition de deux bijections,,"Maths/Ensembles,_applications_et_relations_binaires/1785425138.png",0,2.5,0
1003,49,1,Composition de deux bijections,"Une application f : E −→ F est une bijection si, et seulement si, f est une injection et une surjection.","Maths/Ensembles,_applications_et_relations_binaires/1785425135.png",0,2.5,0
1004,49,1,Composition de deux bijections,,"Maths/Ensembles,_applications_et_relations_binaires/1785425138.png",0,2.5,0
368,9,1,Composition de deux injections/surjections,La composée de deux injections (resp. surjections) est une injection (resp. surjection),,0,2.5,0
999,49,1,Composition de deux injections/surjections,La composée de deux injections (resp. surjections) est une injection (resp. surjection),,0,2.5,0
266,2,1,Composition de fonctions dérivables,"Soit f une fonction définie sur I et à valeurs réelles tel que, pour tout x de I, f (x) appartient à J.
Soit g une fonction définie sur J et à valeurs réelles.
Si f est dérivable sur I et si g est dérivable sur J alors g ◦ f est dérivable sur I et sa dérivée vérifie :
(g ◦ f )′ = (g′ ◦ f ) × f ′.",,0,2.5,0
897,42,1,Composition de fonctions dérivables,"Soit f une fonction définie sur I et à valeurs réelles tel que, pour tout x de I, f (x) appartient à J.
Soit g une fonction définie sur J et à valeurs réelles.
Si f est dérivable sur I et si g est dérivable sur J alors g ◦ f est dérivable sur I et sa dérivée vérifie :
(g ◦ f )′ = (g′ ◦ f ) × f ′.",,0,2.5,0
601,32,1,Condition nécessaire d'existence d'un extremum local,,Maths/Fonctions_de_deux_variables/1785940288.png,0,2.5,0
1232,72,1,Condition nécessaire d'existence d'un extremum local,,Maths/Fonctions_de_deux_variables/1785940288.png,0,2.5,0
410,13,1,Condition nécessaire d'existence de limite,Si f possède une limite finie en a alors f est bornée au voisinage de a.,,0,2.5,0
1041,53,1,Condition nécessaire d'existence de limite,Si f possède une limite finie en a alors f est bornée au voisinage de a.,,0,2.5,0
562,24,1,Condition nécessaire de convergence d'une série,,Maths/Séries_numériques/1785856816.png,0,2.5,0
1193,64,1,Condition nécessaire de convergence d'une série,,Maths/Séries_numériques/1785856816.png,0,2.5,0
182,15,1,Condition nécessaire de dérivabilité,Si f est dérivable en a alors f est continue en a.,,0,2.5,0
813,55,1,Condition nécessaire de dérivabilité,Si f est dérivable en a alors f est continue en a.,,0,2.5,0
412,13,1,Condition nécessaire et suffisante d'existence de limite,,Maths/Limite_et_continuité_des_fonctions_numériques/1785601809.png,0,2.5,0
1043,53,1,Condition nécessaire et suffisante d'existence de limite,,Maths/Limite_et_continuité_des_fonctions_numériques/1785601809.png,0,2.5,0
423,13,1,Condition nécessaire et suffisante de continuité en un point,"f est continue en a si, et seulement si, elle est continue à gauche et à droite en a.",,0,2.5,0
1054,53,1,Condition nécessaire et suffisante de continuité en un point,"f est continue en a si, et seulement si, elle est continue à gauche et à droite en a.",,0,2.5,0
569,24,1,Condition nécessaire et suffisante de convergence,,Maths/Séries_numériques/1785857170.png,0,2.5,0
1200,64,1,Condition nécessaire et suffisante de convergence,,Maths/Séries_numériques/1785857170.png,0,2.5,0
434,13,1,Continuité et injectivité,"Toute fonction continue sur un intervalle, à valeurs réelles et injective, est strictement monotone.",,0,2.5,0
1065,53,1,Continuité et injectivité,"Toute fonction continue sur un intervalle, à valeurs réelles et injective, est strictement monotone.",,0,2.5,0
589,31,1,Continuité sur un ouvert ,,Maths/Fonctions_convexes/1785859194.png,0,2.5,0
1220,71,1,Continuité sur un ouvert ,,Maths/Fonctions_convexes/1785859194.png,0,2.5,0
390,10,1,Corollaire de la propriété pratique,,Maths/Suites_numériques/1785436691.png,0,2.5,0
417,13,1,Corollaire de la propriété pratique,"Soit f et g deux fonctions définies sur I, à valeurs réelles.
1. Si f a pour limite le réel ℓ en a alors |f | a pour limite |ℓ| en a.
2. Si f a pour limite 0 en a et si g est bornée au voisinage de a alors f g a pour limite 0 en a",,0,2.5,0
1021,50,1,Corollaire de la propriété pratique,,Maths/Suites_numériques/1785436691.png,0,2.5,0
1048,53,1,Corollaire de la propriété pratique,"Soit f et g deux fonctions définies sur I, à valeurs réelles.
1. Si f a pour limite le réel ℓ en a alors |f | a pour limite |ℓ| en a.
2. Si f a pour limite 0 en a et si g est bornée au voisinage de a alors f g a pour limite 0 en a",,0,2.5,0
484,16,1,Corollaire du théorème de décomposition en produit de nombres premiers,,Maths/Arithmétique_sur_Z/1785769480.png,0,2.5,0
1115,56,1,Corollaire du théorème de décomposition en produit de nombres premiers,,Maths/Arithmétique_sur_Z/1785769480.png,0,2.5,0
27,30,1,Covariance de variables aléatoires indépendantes,,Maths/co_inde.png,0,2.5,0
658,70,1,Covariance de variables aléatoires indépendantes,,Maths/co_inde.png,0,2.5,0
126,20,1,DL usuels à connaître,,Maths/Analyse asymptotique/dl_usuels.png,0,2.5,0
757,60,1,DL usuels à connaître,,Maths/Analyse asymptotique/dl_usuels.png,0,2.5,0
553,23,1,Degré d'une fraction rationnelle,,Maths/Fractions_rationnelles/1785856311.png,0,2.5,0
1184,63,1,Degré d'une fraction rationnelle,,Maths/Fractions_rationnelles/1785856311.png,0,2.5,0
456,14,1,Deux formules usuelles,,Maths/Calculs_matriciels_et_systèmes_linéaires/1785767759.png,0,2.5,0
1087,54,1,Deux formules usuelles,,Maths/Calculs_matriciels_et_systèmes_linéaires/1785767759.png,0,2.5,0
516,21,1,"Dimension de L(E, F )","Si E et F sont de dimension finie alors L(E, F ) l’est aussi et dim (L(E, F )) = dim(E) × dim(F ).",,0,2.5,0
1147,61,1,"Dimension de L(E, F )","Si E et F sont de dimension finie alors L(E, F ) l’est aussi et dim (L(E, F )) = dim(E) × dim(F ).",,0,2.5,0
219,29,1,Distance d'un vecteur à un hyperplan H,"Si x est un vecteur de E et H un hyperplan de E de vecteur normal unitaire a alors
d(x, H) = ∥x − pH (x)∥ = ∥pH⊥ (x)∥ = |< a|x >| .",,0,2.5,0
850,69,1,Distance d'un vecteur à un hyperplan H,"Si x est un vecteur de E et H un hyperplan de E de vecteur normal unitaire a alors
d(x, H) = ∥x − pH (x)∥ = ∥pH⊥ (x)∥ = |< a|x >| .",,0,2.5,0
193,17,1,Division euclidienne de A par B,A = BQ + R avec deg(R) < deg(B),,0,2.5,0
824,57,1,Division euclidienne de A par B,A = BQ + R avec deg(R) < deg(B),,0,2.5,0
213,29,1,Donner les grandes lignes de l'algorithme d'orthonormalisation de Gram-Schmidt,"Soit B = (e1, . . . , en) une base quelconque de E.
Etape 1 : on pose u1 = e1
Etape 2 : on pose u2 = e2 + α1u1 et on cherche α1 ∈ R tel que < u1|u2 > = 0
Après n étapes, on obtient une base orthogonale de E, (u1, u2, . . . , un) 
La famille B′ = (e′1, . . . , e′n) définie par ∀i ∈ [1; n, e′i = 1/∥ui∥*ui est alors une base orthonormée de E.",,0,2.5,0
844,69,1,Donner les grandes lignes de l'algorithme d'orthonormalisation de Gram-Schmidt,"Soit B = (e1, . . . , en) une base quelconque de E.
Etape 1 : on pose u1 = e1
Etape 2 : on pose u2 = e2 + α1u1 et on cherche α1 ∈ R tel que < u1|u2 > = 0
Après n étapes, on obtient une base orthogonale de E, (u1, u2, . . . , un) 
La famille B′ = (e′1, . . . , e′n) définie par ∀i ∈ [1; n, e′i = 1/∥ui∥*ui est alors une base orthonormée de E.",,0,2.5,0
355,8,1,Droite achevée R ,,Maths/Compléments_sur_les_réels/1785424271.png,0,2.5,0
986,48,1,Droite achevée R ,,Maths/Compléments_sur_les_réels/1785424271.png,0,2.5,0
223,26,1,Décomposition d'une permutation,"Toute permutation de [1, n] peut s’écrire comme composée de transpositions.",,0,2.5,0
854,66,1,Décomposition d'une permutation,"Toute permutation de [1, n] peut s’écrire comme composée de transpositions.",,0,2.5,0
133,20,1,Définition DL,,Maths/Analyse asymptotique/5.png,0,2.5,0
764,60,1,Définition DL,,Maths/Analyse asymptotique/5.png,0,2.5,0
475,16,1,Définition PPCM,,Maths/Arithmétique_sur_Z/1785769097.png,0,2.5,0
1106,56,1,Définition PPCM,,Maths/Arithmétique_sur_Z/1785769097.png,0,2.5,0
312,4,1,Définition arguments d'un nombre complexe,,Maths/Nombres_complexes/1785336795.png,0,2.5,0
943,44,1,Définition arguments d'un nombre complexe,,Maths/Nombres_complexes/1785336795.png,0,2.5,0
144,12,1,Définition associativité d'une lci,"∀ (x,y,z) ∈ E, (x ★ y) ★ z = x ★ (y ★ z)",,0,2.5,0
775,52,1,Définition associativité d'une lci,"∀ (x,y,z) ∈ E, (x ★ y) ★ z = x ★ (y ★ z)",,0,2.5,0
145,12,1,Définition commutativité d’une lci,"∀ (x,y) ∈ E, x ★ y = y ★ x",,0,2.5,0
776,52,1,Définition commutativité d’une lci,"∀ (x,y) ∈ E, x ★ y = y ★ x",,0,2.5,0
22,30,1,Définition couple de variables aléatoires,,Maths/def_couple.png,0,2.5,0
653,70,1,Définition couple de variables aléatoires,,Maths/def_couple.png,0,2.5,0
477,16,1,Définition d'entiers premiers entre eux,Les entiers a et b sont dits premiers entre eux si leur PGCD est égal à 1.,,0,2.5,0
1108,56,1,Définition d'entiers premiers entre eux,Les entiers a et b sont dits premiers entre eux si leur PGCD est égal à 1.,,0,2.5,0
514,21,1,Définition d'espaces vectoriels isomorphes,Deux espaces vectoriels E et F sont dits isomorphes s’il existe un isomorphisme de E vers F .,,0,2.5,0
1145,61,1,Définition d'espaces vectoriels isomorphes,Deux espaces vectoriels E et F sont dits isomorphes s’il existe un isomorphisme de E vers F .,,0,2.5,0
366,9,1,Définition d'injection et de surjection,"Une application f : E −→ F est dite :
— injection si tout élément de F a au plus un antécédent par f .
— surjection si tout élément de F a au moins un antécédent par f .",,0,2.5,0
997,49,1,Définition d'injection et de surjection,"Une application f : E −→ F est dite :
— injection si tout élément de F a au plus un antécédent par f .
— surjection si tout élément de F a au moins un antécédent par f .",,0,2.5,0
167,12,1,Définition d'isomorphisme de groupe,f est dit isomorphisme de groupes si f est un morphisme de groupes et que f est bijective,,0,2.5,0
798,52,1,Définition d'isomorphisme de groupe,f est dit isomorphisme de groupes si f est un morphisme de groupes et que f est bijective,,0,2.5,0
588,31,1,Définition d'ouvert,,Maths/Fonctions_convexes/1785859121.png,0,2.5,0
